Churn,AccountWeeks,DataUsage,CustServCalls,DayMins,DayCalls,MonthlyCharge,OverageFee,RoamMins,ContractRenewal_1,DataPlan_1,interaction_1,interaction_2,interaction_3,interaction_4,interaction_5
0,62,0.0,1,281.0,66,62.0,8.03,0.0,True,False,3844.0,18546.0,0.0,0.0,0.0
0,122,3.19,4,270.8,96,96.9,11.02,11.8,True,True,11821.800000000001,25996.800000000003,130.036,309.111,12.76
0,32,0.0,1,171.2,82,45.0,9.28,10.2,True,False,1440.0,14038.4,94.65599999999999,0.0,0.0
0,86,0.0,3,124.1,82,39.0,10.13,6.7,True,False,3354.0,10176.199999999999,67.87100000000001,0.0,0.0
0,130,0.35,1,162.8,113,56.5,14.52,7.2,True,False,7345.0,18396.4,104.544,19.775,0.35
0,42,0.0,1,146.3,84,47.0,12.8,8.0,True,False,1974.0,12289.2,102.4,0.0,0.0
0,73,0.0,2,254.8,85,56.0,7.17,15.0,True,False,4088.0,21658.0,107.55,0.0,0.0
0,66,1.46,2,254.9,108,78.6,12.16,5.4,True,True,5187.599999999999,27529.2,65.664,114.75599999999999,2.92
0,103,2.4,0,107.7,124,59.0,9.45,8.9,True,True,6077.0,13354.800000000001,84.105,141.6,0.0
0,128,0.0,1,158.8,75,50.0,13.24,7.6,True,False,6400.0,11910.0,100.624,0.0,0.0
0,104,0.23,2,182.9,113,54.3,11.98,5.5,True,False,5647.2,20667.7,65.89,12.489,0.46
0,103,0.0,0,198.5,112,38.0,2.13,12.4,True,False,3914.0,22232.0,26.412,0.0,0.0
0,124,0.0,0,178.4,72,51.0,11.68,12.0,True,False,6324.0,12844.800000000001,140.16,0.0,0.0
0,87,0.0,1,110.9,91,33.0,7.93,6.2,True,False,2871.0,10091.9,49.166,0.0,0.0
1,109,3.32,1,166.9,85,81.2,11.06,12.3,True,True,8850.800000000001,14186.5,136.038,269.584,3.32
0,167,0.0,2,244.8,91,47.0,3.04,10.7,False,False,7849.0,22276.8,32.528,0.0,0.0
1,97,0.0,4,120.8,96,35.0,8.49,11.9,True,False,3395.0,11596.8,101.031,0.0,0.0
0,106,0.25,2,165.3,118,48.5,10.5,8.5,True,False,5141.0,19505.4,89.25,12.125,0.5
0,125,0.0,2,126.7,113,35.0,7.78,14.4,True,False,4375.0,14317.1,112.03200000000001,0.0,0.0
0,108,4.19,0,215.9,106,95.9,10.03,15.5,True,True,10357.2,22885.4,155.465,401.8210000000001,0.0
0,125,0.3,1,140.1,132,45.0,10.48,8.0,True,False,5625.0,18493.2,83.84,13.5,0.3
0,89,2.35,1,209.9,113,80.5,12.49,8.7,True,True,7164.5,23718.7,108.663,189.175,2.35
0,72,1.49,0,139.8,114,50.9,6.91,5.5,False,True,3664.7999999999997,15937.2,38.005,75.841,0.0
1,23,0.0,2,321.6,107,77.0,12.58,11.3,True,False,1771.0,34411.200000000004,142.154,0.0,0.0
0,149,0.0,7,166.6,61,47.0,10.94,8.2,True,False,7003.0,10162.6,89.70799999999998,0.0,0.0
0,73,0.0,0,214.2,90,54.0,9.84,5.9,True,False,3942.0,19278.0,58.056000000000004,0.0,0.0
1,61,0.0,1,260.0,123,63.0,10.53,9.0,True,False,3843.0,31980.0,94.77,0.0,0.0
1,161,0.16,4,191.9,113,40.6,3.55,13.4,True,False,6536.6,21684.7,47.57,6.496,0.64
0,73,0.0,0,213.0,95,53.0,9.44,13.5,True,False,3869.0,20235.0,127.44,0.0,0.0
0,118,4.56,1,118.1,83,75.6,5.48,16.9,True,True,8920.8,9802.3,92.612,344.73599999999993,4.56
0,23,0.0,6,190.2,89,47.0,8.32,15.0,True,False,1081.0,16927.8,124.80000000000001,0.0,0.0
0,127,1.38,0,82.2,95,41.8,8.17,5.1,True,True,5308.599999999999,7809.0,41.666999999999994,57.68399999999999,0.0
0,42,2.19,0,163.8,80,64.9,8.89,8.1,True,True,2725.8,13104.0,72.009,142.131,0.0
1,118,0.0,5,267.8,145,73.0,15.82,14.4,True,False,8614.0,38831.0,227.80800000000002,0.0,0.0
0,45,0.0,2,159.8,91,38.0,6.02,10.6,True,False,1710.0,14541.800000000001,63.81199999999999,0.0,0.0
0,50,2.86,1,214.3,129,90.6,14.49,10.6,True,True,4530.0,27644.7,153.594,259.116,2.86
1,179,0.0,0,287.3,123,74.0,14.4,10.5,True,False,13246.0,35337.9,151.20000000000002,0.0,0.0
0,152,0.22,2,101.2,122,32.2,7.08,7.5,True,False,4894.400000000001,12346.4,53.1,7.0840000000000005,0.44
0,105,0.0,2,102.8,74,42.0,14.09,13.2,True,False,4410.0,7607.2,185.988,0.0,0.0
0,72,0.0,0,109.1,97,29.0,5.79,8.3,True,False,2088.0,10582.699999999999,48.057,0.0,0.0
0,52,0.0,1,215.9,67,56.0,10.85,5.2,True,False,2912.0,14465.300000000001,56.42,0.0,0.0
0,125,0.0,1,203.4,110,46.0,6.44,11.0,True,False,5750.0,22374.0,70.84,0.0,0.0
0,143,0.29,1,110.1,113,36.9,8.45,9.2,True,False,5276.7,12441.3,77.73999999999998,10.700999999999999,0.29
0,65,0.0,1,111.0,51,38.0,10.99,4.4,True,False,2470.0,5661.0,48.356,0.0,0.0
0,80,0.0,1,239.9,121,53.0,7.12,9.3,True,False,4240.0,29027.9,66.21600000000001,0.0,0.0
0,1,0.0,1,144.8,107,35.0,5.63,13.8,True,False,35.0,15493.6,77.694,0.0,0.0
0,60,0.0,1,135.4,134,41.0,10.3,7.9,True,False,2460.0,18143.600000000002,81.37,0.0,0.0
0,43,0.0,1,84.2,134,22.0,4.04,10.8,True,False,946.0,11282.800000000001,43.632000000000005,0.0,0.0
0,143,0.0,0,209.1,127,45.0,5.31,14.0,True,False,6435.0,26555.7,74.33999999999999,0.0,0.0
0,81,3.08,0,130.1,117,69.8,9.8,11.4,True,True,5653.8,15221.699999999999,111.72000000000001,214.984,0.0
0,205,2.11,2,175.8,139,65.1,7.75,7.8,True,True,13345.499999999998,24436.2,60.449999999999996,137.361,4.22
0,24,0.0,1,241.9,104,54.0,7.26,6.6,True,False,1296.0,25157.600000000002,47.916,0.0,0.0
0,74,0.0,0,136.7,106,43.0,11.43,9.8,True,False,3182.0,14490.199999999999,112.01400000000001,0.0,0.0
0,77,0.0,1,67.7,68,29.0,9.79,12.0,True,False,2233.0,4603.6,117.47999999999999,0.0,0.0
0,74,0.0,1,200.4,87,61.0,15.46,10.0,True,False,4514.0,17434.8,154.60000000000002,0.0,0.0
1,74,0.0,1,125.8,103,40.0,10.39,14.1,False,False,2960.0,12957.4,146.499,0.0,0.0
0,200,0.0,1,128.2,87,34.0,6.66,11.2,True,False,6800.0,11153.4,74.592,0.0,0.0
0,86,0.0,4,226.3,88,58.0,11.15,13.0,True,False,4988.0,19914.4,144.95000000000002,0.0,0.0
0,91,2.48,0,162.3,107,72.8,11.7,9.2,True,True,6624.8,17366.100000000002,107.63999999999999,180.54399999999998,0.0
0,76,0.0,2,224.4,121,51.0,7.4,6.7,True,False,3876.0,27152.4,49.580000000000005,0.0,0.0
0,130,0.0,1,120.5,127,37.0,9.49,14.3,True,False,4810.0,15303.5,135.70700000000002,0.0,0.0
0,56,0.32,2,91.1,90,34.2,8.97,11.9,True,False,1915.2000000000003,8199.0,106.74300000000001,10.944,0.64
0,117,0.0,0,168.8,137,50.0,12.07,15.5,True,False,5850.0,23125.600000000002,187.085,0.0,0.0
0,63,0.36,2,153.5,81,54.6,14.37,6.5,True,False,3439.8,12433.5,93.405,19.656,0.72
0,126,0.0,0,226.2,88,51.0,7.02,6.4,True,False,6426.0,19905.6,44.928,0.0,0.0
0,132,0.31,1,191.9,107,54.1,10.35,12.6,True,False,7141.2,20533.3,130.41,16.771,0.31
1,81,2.48,4,167.9,147,69.8,9.54,9.2,True,True,5653.8,24681.3,87.76799999999999,173.10399999999998,9.92
0,122,0.0,2,180.0,88,43.0,7.25,11.5,True,False,5246.0,15840.0,83.375,0.0,0.0
1,46,0.0,2,257.4,67,66.0,13.06,13.4,True,False,3036.0,17245.8,175.00400000000002,0.0,0.0
0,150,2.97,1,174.4,75,74.7,8.5,11.0,True,True,11205.0,13080.0,93.5,221.859,2.97
0,99,0.0,1,159.7,83,41.0,7.77,8.4,True,False,4059.0,13255.099999999999,65.268,0.0,0.0
0,87,0.0,1,237.2,124,60.0,11.13,11.0,True,False,5220.0,29412.8,122.43,0.0,0.0
0,108,0.0,1,103.0,129,39.0,12.12,7.9,True,False,4212.0,13287.0,95.748,0.0,0.0
0,101,0.0,4,153.8,89,47.0,11.7,11.6,True,False,4747.0,13688.2,135.72,0.0,0.0
0,53,0.22,3,205.1,86,51.2,8.03,10.7,True,False,2713.6000000000004,17638.6,85.92099999999999,11.264000000000001,0.66
0,132,2.32,2,175.7,93,69.2,9.36,8.6,True,True,9134.4,16340.099999999999,80.496,160.54399999999998,4.64
0,158,0.0,2,155.9,123,46.0,11.21,8.6,True,False,7268.0,19175.7,96.406,0.0,0.0
0,114,2.78,0,154.4,109,73.8,11.07,10.3,True,True,8413.199999999999,16829.600000000002,114.02100000000002,205.164,0.0
0,77,1.92,2,209.7,73,71.2,9.18,7.1,True,True,5482.400000000001,15308.099999999999,65.178,136.704,3.84
0,144,0.27,0,150.0,69,52.7,14.3,9.4,False,False,7588.8,10350.0,134.42000000000002,14.229000000000001,0.0
0,91,3.32,3,232.4,97,89.2,9.3,12.3,True,True,8117.2,22542.8,114.39000000000001,296.144,9.959999999999999
0,58,0.0,2,165.4,100,38.0,5.79,12.8,True,False,2204.0,16540.0,74.11200000000001,0.0,0.0
0,5,0.0,3,199.2,106,50.0,9.37,13.3,True,False,250.0,21115.199999999997,124.621,0.0,0.0
0,97,0.29,0,217.6,81,67.9,16.03,4.2,True,False,6586.3,17625.6,67.32600000000001,19.691,0.0
0,107,0.47,3,212.1,95,53.7,7.51,7.7,True,False,5745.900000000001,20149.5,57.827,25.239,1.41
0,142,2.92,1,154.0,75,70.2,8.29,10.8,True,True,9968.4,11550.0,89.532,204.984,2.92
0,9,3.59,1,193.8,130,86.9,10.13,13.3,True,True,782.1,25194.0,134.729,311.971,3.59
0,73,0.0,0,175.4,130,51.0,12.41,12.2,True,False,3723.0,22802.0,151.402,0.0,0.0
1,48,4.24,2,152.0,63,90.4,12.94,15.7,True,True,4339.200000000001,9576.0,203.158,383.29600000000005,8.48
0,43,0.36,0,230.2,147,58.6,9.34,9.2,True,False,2519.8,33839.4,85.928,21.096,0.0
1,122,3.65,1,174.9,103,87.5,12.41,13.5,True,True,10675.0,18014.7,167.535,319.375,3.65
0,93,0.42,0,190.2,68,59.2,13.11,8.8,True,False,5505.6,12933.599999999999,115.36800000000001,24.864,0.0
0,85,0.0,1,176.4,122,50.0,11.25,11.5,True,False,4250.0,21520.8,129.375,0.0,0.0
0,59,0.28,3,160.9,95,51.8,12.56,5.0,True,False,3056.2,15285.5,62.800000000000004,14.504000000000001,0.8400000000000001
0,87,0.29,1,228.7,90,55.9,8.15,11.8,True,False,4863.3,20583.0,96.17000000000002,16.211,0.29
0,137,0.26,0,144.0,90,42.6,9.08,12.3,True,False,5836.2,12960.0,111.68400000000001,11.076,0.0
0,21,2.57,6,135.9,90,72.7,13.55,9.5,True,True,1526.7,12231.0,128.725,186.839,15.419999999999998
1,129,0.0,0,334.3,118,74.0,9.61,10.4,True,False,9546.0,39447.4,99.944,0.0,0.0
0,104,0.0,0,130.5,77,34.0,6.56,13.0,True,False,3536.0,10048.5,85.28,0.0,0.0
1,93,3.19,4,134.2,105,68.9,8.13,11.8,True,True,6407.700000000001,14090.999999999998,95.93400000000001,219.79100000000003,12.76
1,63,0.0,4,278.0,102,70.0,13.32,13.1,True,False,4410.0,28356.0,174.492,0.0,0.0
0,161,0.0,0,105.4,70,37.0,10.74,7.8,True,False,5957.0,7378.0,83.772,0.0,0.0
0,50,0.0,3,188.9,94,50.0,10.2,11.6,True,False,2500.0,17756.600000000002,118.32,0.0,0.0
0,103,1.86,1,111.8,85,58.6,11.98,6.9,True,True,6035.8,9503.0,82.662,108.99600000000001,1.86
0,84,3.51,1,159.1,106,75.1,7.49,13.0,True,True,6308.4,16864.6,97.37,263.60099999999994,3.51
0,92,0.29,1,212.4,105,58.9,11.23,9.0,True,False,5418.8,22302.0,101.07000000000001,17.081,0.29
0,77,0.0,1,142.3,112,51.0,15.32,9.9,True,False,3927.0,15937.600000000002,151.668,0.0,0.0
1,64,0.0,1,346.8,55,81.0,12.48,13.3,False,False,5184.0,19074.0,165.984,0.0,0.0
0,159,3.19,1,113.9,102,63.9,7.27,11.8,True,True,10160.1,11617.800000000001,85.786,203.84099999999998,3.19
1,110,2.24,1,267.9,103,90.4,13.17,8.3,False,True,9944.0,27593.699999999997,109.311,202.49600000000004,2.24
0,138,0.28,3,171.4,117,41.8,5.76,17.0,True,False,5768.4,20053.8,97.92,11.704,0.8400000000000001
0,178,0.0,1,275.4,150,63.0,9.38,13.6,True,False,11214.0,41310.0,127.56800000000001,0.0,0.0
0,38,1.05,0,197.2,118,65.5,12.5,3.9,True,True,2489.0,23269.6,48.75,68.775,0.0
0,50,2.13,2,192.6,97,66.3,6.76,7.9,True,True,3315.0,18682.2,53.404,141.219,4.26
0,45,2.08,1,91.7,104,49.8,7.53,7.7,True,True,2241.0,9536.800000000001,57.981,103.584,2.08
0,70,0.17,0,126.3,99,35.7,7.08,9.6,True,False,2499.0,12503.699999999999,67.968,6.069000000000001,0.0
0,147,2.81,3,251.5,107,91.1,11.71,10.4,True,True,13391.699999999999,26910.5,121.784,255.99099999999999,8.43
0,94,0.0,1,190.6,108,46.0,7.62,7.5,True,False,4324.0,20584.8,57.15,0.0,0.0
0,179,0.0,0,116.1,101,37.0,10.09,11.6,True,False,6623.0,11726.099999999999,117.044,0.0,0.0
0,116,0.23,2,217.3,91,58.3,10.81,11.3,True,False,6762.799999999999,19774.3,122.15300000000002,13.409,0.46
0,59,0.0,0,179.4,80,51.0,11.63,14.7,True,False,3009.0,14352.0,170.961,0.0,0.0
0,165,0.0,0,207.7,109,50.0,8.24,7.9,True,False,8250.0,22639.3,65.096,0.0,0.0
1,133,0.0,2,277.3,138,67.0,11.42,12.8,True,False,8911.0,38267.4,146.17600000000002,0.0,0.0
0,140,0.0,1,125.3,84,36.0,8.38,8.4,True,False,5040.0,10525.199999999999,70.39200000000001,0.0,0.0
0,93,1.84,2,138.1,91,56.4,8.37,6.8,True,True,5245.2,12567.1,56.91599999999999,103.776,3.68
0,52,2.21,0,169.3,88,70.1,11.3,8.2,True,True,3645.2,14898.400000000001,92.66,154.921,0.0
0,64,3.32,1,201.3,101,80.2,7.19,12.3,True,True,5132.8,20331.300000000003,88.43700000000001,266.264,3.32
0,12,0.0,2,216.7,117,47.0,5.83,9.8,False,False,564.0,25353.899999999998,57.13400000000001,0.0,0.0
0,48,0.0,2,190.4,92,60.0,15.88,8.3,True,False,2880.0,17516.8,131.80400000000003,0.0,0.0
0,181,0.0,1,143.3,91,41.0,9.78,6.0,True,False,7421.0,13040.300000000001,58.67999999999999,0.0,0.0
0,168,3.08,2,97.4,57,64.8,10.18,11.4,True,True,10886.4,5551.8,116.052,199.584,6.16
0,155,0.0,3,181.4,111,46.0,8.39,11.3,True,False,7130.0,20135.4,94.80700000000002,0.0,0.0
0,105,0.0,0,246.4,83,64.0,12.81,3.8,True,False,6720.0,20451.2,48.678,0.0,0.0
0,11,0.0,2,143.4,130,49.0,14.47,9.7,True,False,539.0,18642.0,140.359,0.0,0.0
0,182,0.36,2,104.9,111,38.6,9.93,8.0,True,False,7025.2,11643.900000000001,79.44,13.896,0.72
0,104,0.0,1,156.2,93,43.0,9.65,13.1,True,False,4472.0,14526.599999999999,126.415,0.0,0.0
0,102,0.0,0,114.8,125,27.0,4.1,12.0,True,False,2754.0,14350.0,49.199999999999996,0.0,0.0
0,122,0.0,0,232.5,96,57.0,10.28,11.9,True,False,6954.0,22320.0,122.332,0.0,0.0
0,41,0.0,1,143.6,117,38.0,7.62,8.6,True,False,1558.0,16801.2,65.532,0.0,0.0
0,132,0.0,2,176.7,132,51.0,12.21,9.1,True,False,6732.0,23324.399999999998,111.111,0.0,0.0
1,76,0.0,1,263.4,148,65.0,11.52,11.4,True,False,4940.0,38983.2,131.328,0.0,0.0
0,13,0.0,1,146.4,74,38.0,7.43,11.3,True,False,494.0,10833.6,83.959,0.0,0.0
0,115,3.83,2,145.0,72,80.3,9.73,14.2,True,True,9234.5,10440.0,138.166,307.549,7.66
0,67,0.42,1,167.8,91,47.2,8.39,8.4,True,False,3162.4,15269.800000000001,70.47600000000001,19.824,0.42
0,154,0.0,0,166.9,99,42.0,7.75,7.2,True,False,6468.0,16523.100000000002,55.800000000000004,0.0,0.0
0,100,0.0,2,142.5,87,41.0,9.79,7.8,True,False,4100.0,12397.5,76.362,0.0,0.0
0,146,0.0,1,133.0,65,45.0,13.14,11.2,False,False,6570.0,8645.0,147.168,0.0,0.0
0,148,3.32,1,252.9,129,101.2,14.22,12.3,True,True,14977.6,32624.100000000002,174.906,335.984,3.32
0,67,2.7,2,95.0,94,68.0,14.56,10.0,True,True,4556.0,8930.0,145.6,183.60000000000002,5.4
1,161,0.0,1,194.2,106,55.0,12.47,12.9,False,False,8855.0,20585.199999999997,160.863,0.0,0.0
0,70,0.0,1,222.8,114,57.0,10.8,0.0,True,False,3990.0,25399.2,0.0,0.0,0.0
0,116,0.0,0,201.8,82,54.0,11.58,16.5,True,False,6264.0,16547.600000000002,191.07,0.0,0.0
1,99,2.51,2,216.0,125,82.1,11.62,9.3,True,True,8127.9,27000.0,108.066,206.07099999999997,5.02
0,87,0.29,1,146.3,108,42.9,8.59,5.3,True,False,3732.2999999999997,15800.400000000001,45.527,12.440999999999999,0.29
0,87,0.32,1,234.8,85,55.2,7.05,9.5,True,False,4802.400000000001,19958.0,66.975,17.664,0.32
0,70,0.0,2,198.6,111,52.0,10.7,10.6,True,False,3640.0,22044.6,113.41999999999999,0.0,0.0
0,131,0.0,2,94.4,80,35.0,10.76,13.1,True,False,4585.0,7552.0,140.956,0.0,0.0
0,119,0.18,2,190.4,74,52.8,10.78,10.0,True,False,6283.2,14089.6,107.8,9.504,0.36
0,119,3.24,3,142.6,77,74.4,10.41,12.0,True,True,8853.6,10980.199999999999,124.92,241.05600000000004,9.72
0,87,0.0,0,134.2,80,37.0,8.25,10.7,False,False,3219.0,10736.0,88.27499999999999,0.0,0.0
1,112,0.0,5,111.9,92,29.0,5.7,14.1,True,False,3248.0,10294.800000000001,80.37,0.0,0.0
0,75,0.0,2,122.8,89,39.0,10.57,10.7,True,False,2925.0,10929.199999999999,113.09899999999999,0.0,0.0
0,150,0.0,4,189.3,77,51.0,11.05,9.2,True,False,7650.0,14576.1,101.66,0.0,0.0
0,161,4.35,0,240.4,112,102.5,10.09,16.1,True,True,16502.5,26924.8,162.449,445.87499999999994,0.0
0,91,2.67,0,93.5,112,58.7,9.17,9.9,False,True,5341.7,10472.0,90.783,156.729,0.0
0,124,0.0,3,158.6,104,45.0,10.56,10.2,True,False,5580.0,16494.399999999998,107.712,0.0,0.0
0,94,0.0,4,243.2,109,54.0,7.35,7.2,False,False,5076.0,26508.8,52.92,0.0,0.0
0,217,0.0,4,176.4,115,44.0,7.94,9.3,True,False,9548.0,20286.0,73.84200000000001,0.0,0.0
0,158,0.31,0,220.9,129,62.1,12.11,6.4,True,False,9811.800000000001,28496.100000000002,77.504,19.251,0.0
0,102,0.33,0,144.4,87,51.3,13.33,7.1,True,False,5232.599999999999,12562.800000000001,94.643,16.929,0.0
0,85,0.0,0,212.3,107,56.0,11.42,7.7,True,False,4760.0,22716.100000000002,87.934,0.0,0.0
0,79,0.0,1,147.0,72,40.0,8.29,8.4,True,False,3160.0,10584.0,69.636,0.0,0.0
0,139,3.48,2,96.2,112,66.8,8.95,12.9,True,True,9285.199999999999,10774.4,115.455,232.464,6.96
0,103,0.0,0,263.4,118,60.0,8.96,10.3,True,False,6180.0,31081.199999999997,92.28800000000001,0.0,0.0
0,98,0.0,1,12.5,67,24.0,12.83,7.7,False,False,2352.0,837.5,98.791,0.0,0.0
0,78,0.21,2,162.3,116,46.1,9.62,10.1,True,False,3595.8,18826.800000000003,97.16199999999999,9.681,0.42
0,50,0.0,1,183.6,107,37.0,2.93,8.7,True,False,1850.0,19645.2,25.491,0.0,0.0
0,161,0.0,1,178.1,109,43.0,7.33,8.5,True,False,6923.0,19412.899999999998,62.305,0.0,0.0
0,67,0.0,0,201.4,101,43.0,4.88,7.0,True,False,2881.0,20341.4,34.16,0.0,0.0
0,86,3.59,1,123.0,158,68.9,6.7,13.3,True,True,5925.400000000001,19434.0,89.11000000000001,247.351,3.59
0,92,0.0,0,208.0,125,53.0,9.95,8.6,True,False,4876.0,26000.0,85.57,0.0,0.0
0,174,0.29,1,239.2,72,59.9,9.43,8.8,True,False,10422.6,17222.399999999998,82.98400000000001,17.371,0.29
0,124,0.0,1,193.0,97,41.0,4.49,15.3,True,False,5084.0,18721.0,68.697,0.0,0.0
0,132,2.78,1,174.5,101,78.8,12.28,10.3,True,True,10401.6,17624.5,126.48400000000001,219.06399999999996,2.78
0,190,2.67,1,116.7,71,59.7,7.3,9.9,True,True,11343.0,8285.7,72.27,159.399,2.67
0,101,0.0,1,93.8,127,29.0,7.5,10.7,True,False,2929.0,11912.6,80.25,0.0,0.0
0,185,3.48,2,154.1,114,71.8,5.94,12.9,False,True,13283.0,17567.399999999998,76.626,249.86399999999998,6.96
0,68,2.67,0,239.5,82,85.7,10.19,9.9,True,True,5827.6,19639.0,100.881,228.819,0.0
0,117,3.19,0,216.0,140,87.9,11.21,11.8,True,True,10284.300000000001,30240.0,132.27800000000002,280.401,0.0
0,118,0.32,1,187.4,97,50.2,8.89,12.2,True,False,5923.6,18177.8,108.458,16.064,0.32
0,124,0.21,0,167.4,119,51.1,11.66,10.3,True,False,6336.400000000001,19920.600000000002,120.09800000000001,10.731,0.0
0,22,0.0,1,160.4,108,46.0,10.91,12.5,True,False,1012.0,17323.2,136.375,0.0,0.0
0,75,0.0,1,143.2,92,43.0,10.46,11.9,True,False,3225.0,13174.4,124.47400000000002,0.0,0.0
0,134,0.0,1,205.3,122,56.0,12.03,5.0,True,False,7504.0,25046.600000000002,60.15,0.0,0.0
0,164,3.86,1,219.1,88,89.6,7.58,14.3,True,True,14694.4,19280.8,108.394,345.856,3.86
0,44,0.32,1,143.2,77,42.2,8.49,7.6,True,False,1856.8000000000002,11026.4,64.524,13.504000000000001,0.32
0,177,0.0,2,232.8,106,55.0,8.76,12.5,True,False,9735.0,24676.800000000003,109.5,0.0,0.0
0,110,0.0,0,162.0,81,49.0,12.38,8.9,True,False,5390.0,13122.0,110.18200000000002,0.0,0.0
0,53,1.76,1,25.9,119,39.6,10.33,6.5,True,True,2098.8,3082.1,67.145,69.696,1.76
1,108,0.0,4,154.2,123,36.0,5.62,15.4,True,False,3888.0,18966.6,86.548,0.0,0.0
1,80,0.0,0,322.3,113,74.0,11.1,6.7,True,False,5920.0,36419.9,74.37,0.0,0.0
0,158,0.0,1,209.9,112,55.0,11.07,8.2,True,False,8690.0,23508.8,90.774,0.0,0.0
0,114,0.0,0,191.5,88,48.0,8.76,0.0,True,False,5472.0,16852.0,0.0,0.0,0.0
0,64,2.03,1,291.1,150,89.3,11.34,7.5,True,True,5715.2,43665.0,85.05,181.27899999999997,2.03
0,88,0.0,3,215.6,115,56.0,10.81,11.8,True,False,4928.0,24794.0,127.558,0.0,0.0
0,82,0.0,3,208.8,101,54.0,10.69,12.4,False,False,4428.0,21088.800000000003,132.556,0.0,0.0
0,111,0.0,3,255.9,97,61.0,10.21,12.3,True,False,6771.0,24822.3,125.58300000000001,0.0,0.0
0,60,0.0,2,252.7,97,62.0,11.06,12.4,True,False,3720.0,24511.899999999998,137.144,0.0,0.0
0,113,0.0,3,132.1,72,44.0,12.38,6.9,True,False,4972.0,9511.199999999999,85.42200000000001,0.0,0.0
0,109,0.0,1,217.0,115,55.0,10.35,8.2,True,False,5995.0,24955.0,84.86999999999999,0.0,0.0
0,105,3.48,0,101.9,79,71.8,11.16,12.9,True,True,7539.0,8050.1,143.964,249.86399999999998,0.0
0,85,0.0,2,211.5,100,52.0,9.23,13.3,True,False,4420.0,21150.0,122.75900000000001,0.0,0.0
0,131,0.46,0,153.4,86,47.6,9.93,10.4,True,False,6235.6,13192.4,103.272,21.896,0.0
0,59,0.27,2,166.3,95,51.7,11.97,10.0,True,False,3050.3,15798.500000000002,119.7,13.959000000000001,0.54
0,148,0.45,1,185.2,87,50.5,8.52,9.5,True,False,7474.0,16112.4,80.94,22.725,0.45
0,210,0.28,2,104.6,121,33.8,7.48,6.5,True,False,7097.999999999999,12656.599999999999,48.620000000000005,9.464,0.56
0,115,0.0,0,245.2,105,56.0,7.95,7.2,True,False,6440.0,25746.0,57.24,0.0,0.0
0,106,0.0,1,274.4,120,64.0,9.93,6.0,True,False,6784.0,32928.0,59.58,0.0,0.0
0,93,0.0,1,98.4,78,38.0,12.48,14.2,True,False,3534.0,7675.200000000001,177.216,0.0,0.0
0,57,3.51,1,279.9,121,102.1,11.16,13.0,True,True,5819.7,33867.899999999994,145.08,358.371,3.51
0,98,0.41,1,187.2,127,53.1,9.78,5.1,True,False,5203.8,23774.399999999998,49.87799999999999,21.771,0.41
0,157,0.0,3,276.2,95,62.0,8.29,2.2,True,False,9734.0,26239.0,18.238,0.0,0.0
0,116,2.24,1,200.4,104,80.4,13.64,8.3,True,True,9326.400000000001,20841.600000000002,113.21200000000002,180.09600000000003,2.24
0,30,0.0,2,162.3,96,49.0,12.2,9.1,True,False,1470.0,15580.800000000001,111.02,0.0,0.0
1,111,0.0,4,176.9,128,39.0,5.14,10.5,True,False,4329.0,22643.2,53.97,0.0,0.0
0,52,0.0,0,165.5,78,46.0,10.28,12.2,True,False,2392.0,12909.0,125.41599999999998,0.0,0.0
0,72,0.0,4,217.8,93,54.0,9.49,10.4,True,False,3888.0,20255.4,98.69600000000001,0.0,0.0
1,135,3.48,2,201.4,100,90.8,12.33,12.9,True,True,12258.0,20140.0,159.05700000000002,315.984,6.96
0,86,0.42,3,190.5,115,52.2,8.98,10.1,True,False,4489.2,21907.5,90.69800000000001,21.924,1.26
0,98,3.46,3,179.9,97,81.6,9.46,12.8,True,True,7996.799999999999,17450.3,121.08800000000002,282.33599999999996,10.379999999999999
0,151,0.0,3,235.9,104,47.0,4.03,5.8,True,False,7097.0,24533.600000000002,23.374000000000002,0.0,0.0
0,118,0.0,0,140.4,112,40.0,9.36,7.9,True,False,4720.0,15724.800000000001,73.944,0.0,0.0
0,117,0.41,2,144.6,115,51.1,12.94,7.4,True,False,5978.7,16629.0,95.756,20.951,0.82
0,55,0.23,0,189.0,100,45.3,5.93,17.1,True,False,2491.5,18900.0,101.403,10.419,0.0
0,82,0.0,0,101.0,93,31.0,7.78,13.3,True,False,2542.0,9393.0,103.474,0.0,0.0
0,152,0.0,1,206.3,98,60.0,14.64,10.6,True,False,9120.0,20217.4,155.184,0.0,0.0
0,108,2.94,1,165.1,85,80.4,13.35,10.9,True,True,8683.2,14033.5,145.51500000000001,236.376,2.94
1,98,0.0,1,165.0,129,46.0,10.13,12.5,True,False,4508.0,21285.0,126.62500000000001,0.0,0.0
0,130,0.0,3,155.9,95,49.0,12.81,11.7,True,False,6370.0,14810.5,149.877,0.0,0.0
0,136,0.0,1,199.2,122,53.0,10.74,11.8,False,False,7208.0,24302.399999999998,126.73200000000001,0.0,0.0
0,47,0.0,3,155.3,116,43.0,9.41,12.3,True,False,2021.0,18014.800000000003,115.74300000000001,0.0,0.0
0,189,0.0,3,208.3,106,56.0,11.84,11.3,True,False,10584.0,22079.800000000003,133.792,0.0,0.0
